x,y,phi,vx,vy,w
1.5613424142938286,-2.656049133287994,-2.656049133287994,0.02,0.0,0.0
1.5612577301148451,-2.656217022974617,-2.656217022974617,0.04,0.0,0.0
1.5608505613513417,-2.656231853466714,-2.656231853466714,0.06,0.0,0.0
1.5608505613513417,-2.656231853466714,-2.656231853466714,0.08,0.0,0.0
1.5600935354490535,-2.656167712140079,-2.656167712140079,0.1,0.0,0.0
1.5588161850105173,-2.656183921691935,-2.656183921691935,0.12000000000000001,0.0,0.0
1.5588161850105173,-2.656183921691935,-2.656183921691935,0.14,0.0,0.0
1.557137323303061,-2.6562549098307398,-2.6562549098307398,0.16,0.0,0.0
1.557137323303061,-2.6562549098307398,-2.6562549098307398,0.18,0.0,0.0
1.557137323303061,-2.6562549098307398,-2.6562549098307398,0.19999999999999998,0.0,0.0
1.554650387010587,-2.6562837950697777,-2.6562837950697777,0.2,0.0,0.0
1.554650387010587,-2.6562837950697777,-2.6562837950697777,0.2,0.0,0.0
1.5496743745884027,-2.6559089054440643,-2.6559089054440643,0.2,0.0,0.0
1.5496743745884027,-2.6559089054440643,-2.6559089054440643,0.2,0.0,0.0
1.5496743745884027,-2.6559089054440643,-2.6559089054440643,0.2,0.0,0.0
1.5496743745884027,-2.6559089054440643,-2.6559089054440643,0.2,0.0,0.0
1.5470584101667237,-2.655878542309233,-2.655878542309233,0.2,0.0,0.0
1.5470584101667237,-2.655878542309233,-2.655878542309233,0.2,0.0,0.0
1.5470584101667237,-2.655878542309233,-2.655878542309233,0.2,0.0,0.0
1.5410545338679997,-2.6564584096833435,-2.6564584096833435,0.2,0.0,0.0
1.5403964167045883,-2.656580077313297,-2.656580077313297,0.2,0.0,0.0
1.5403964167045883,-2.656580077313297,-2.656580077313297,0.2,0.0,0.0
1.5403964167045883,-2.656580077313297,-2.656580077313297,0.2,0.0,0.0
1.5368409641072607,-2.6570283323989963,-2.6570283323989963,0.2,0.0,0.0
1.5368409641072607,-2.6570283323989963,-2.6570283323989963,0.2,0.0,0.0
1.5368409641072607,-2.6570283323989963,-2.6570283323989963,0.2,0.0,0.0
1.5368409641072607,-2.6570283323989963,-2.6570283323989963,0.2,0.0,0.0
1.5368409641072607,-2.6570283323989963,-2.6570283323989963,0.2,0.0,0.0
1.5332889735487358,-2.6571729065564864,-2.6571729065564864,0.2,0.0,0.0
1.5332889735487358,-2.6571729065564864,-2.6571729065564864,0.2,0.0,0.0
1.5332889735487358,-2.6571729065564864,-2.6571729065564864,0.2,0.0,0.0
1.5332889735487358,-2.6571729065564864,-2.6571729065564864,0.2,0.0,0.0
1.5332889735487358,-2.6571729065564864,-2.6571729065564864,0.2,0.0,0.0
1.5288403007033733,-2.657352916821785,-2.657352916821785,0.2,0.0,0.0
1.5288403007033733,-2.657352916821785,-2.657352916821785,0.2,0.0,0.0
1.5288403007033733,-2.657352916821785,-2.657352916821785,0.2,0.0,0.0
1.5288403007033733,-2.657352916821785,-2.657352916821785,0.2,0.0,0.0
1.5288403007033733,-2.657352916821785,-2.657352916821785,0.2,0.0,0.0
1.5261945085168915,-2.6574373075611133,-2.6574373075611133,0.2,0.0,0.0
1.5261945085168915,-2.6574373075611133,-2.6574373075611133,0.2,0.0,0.0
1.5261945085168915,-2.6574373075611133,-2.6574373075611133,0.2,0.0,0.0
1.5261945085168915,-2.6574373075611133,-2.6574373075611133,0.2,0.0,0.0
1.5261945085168915,-2.6574373075611133,-2.6574373075611133,0.2,0.0,0.0
1.5261945085168915,-2.6574373075611133,-2.6574373075611133,0.2,0.0,0.0
1.522650258829233,-2.6575945646263723,-2.6575945646263723,0.2,0.0,0.0
1.522650258829233,-2.6575945646263723,-2.6575945646263723,0.2,0.0,0.0
1.522650258829233,-2.6575945646263723,-2.6575945646263723,0.2,0.0,0.0
1.522650258829233,-2.6575945646263723,-2.6575945646263723,0.2,0.0,0.0
1.5191074450905377,-2.65772637723379,-2.65772637723379,0.2,0.0,0.0
1.5191074450905377,-2.65772637723379,-2.65772637723379,0.2,0.0,0.0
1.5155652174710812,-2.6577961697466406,-2.6577961697466406,0.2,0.0,0.0
1.5155652174710812,-2.6577961697466406,-2.6577961697466406,0.2,0.0,0.0
1.5155652174710812,-2.6577961697466406,-2.6577961697466406,0.2,0.0,0.0
1.5155652174710812,-2.6577961697466406,-2.6577961697466406,0.2,0.0,0.0
1.5155652174710812,-2.6577961697466406,-2.6577961697466406,0.2,0.0,0.0
1.5120230594828867,-2.6577702063218687,-2.6577702063218687,0.2,0.0,0.0
1.5120230594828867,-2.6577702063218687,-2.6577702063218687,0.2,0.0,0.0
1.5120230594828867,-2.6577702063218687,-2.6577702063218687,0.2,0.0,0.0
1.5120230594828867,-2.6577702063218687,-2.6577702063218687,0.2,0.0,0.0
1.5084821703842382,-2.6578038493472103,-2.6578038493472103,0.2,0.0,0.0
1.5084821703842382,-2.6578038493472103,-2.6578038493472103,0.2,0.0,0.0
1.5084821703842382,-2.6578038493472103,-2.6578038493472103,0.2,0.0,0.0
1.504941251640145,-2.6578299203338283,-2.6578299203338283,0.2,0.0,0.0
1.504941251640145,-2.6578299203338283,-2.6578299203338283,0.2,0.0,0.0
1.504941251640145,-2.6578299203338283,-2.6578299203338283,0.2,0.0,0.0
1.5014007317341764,-2.6578794862679507,-2.6578794862679507,0.2,0.0,0.0
1.5014007317341764,-2.6578794862679507,-2.6578794862679507,0.2,0.0,0.0
1.5014007317341764,-2.6578794862679507,-2.6578794862679507,0.2,0.0,0.0
1.4978602509125252,-2.657862872538733,-2.657862872538733,0.2,0.0,0.0
1.4978602509125252,-2.657862872538733,-2.657862872538733,0.2,0.0,0.0
1.4978602509125252,-2.657862872538733,-2.657862872538733,0.2,0.0,0.0
1.4978602509125252,-2.657862872538733,-2.657862872538733,0.2,0.0,0.0
1.4943200000129728,-2.6578130622543106,-2.6578130622543106,0.2,0.0,-0.1
1.4943200000129728,-2.6578130622543106,-2.6578130622543106,0.2,0.0,-0.2
1.4907800166265486,-2.657933417476137,-2.657933417476137,0.2,0.0,-0.30000000000000004
1.4859757960830553,-2.659389574401804,-2.659389574401804,0.2,0.0,-0.4
1.483697059375263,-2.6609837049941776,-2.6609837049941776,0.2,0.0,-0.5
1.4801465501439819,-2.6643103354440214,-2.6643103354440214,0.18000000000000002,0.0,-0.4
1.4801465501439819,-2.6643103354440214,-2.6643103354440214,0.16000000000000003,0.0,-0.30000000000000004
1.4765905167138749,-2.6688595432012323,-2.6688595432012323,0.14000000000000004,0.0,-0.20000000000000004
1.4709353189544503,-2.6765027767054157,-2.6765027767054157,0.12000000000000004,0.0,-0.10000000000000003
1.4685101181946247,-2.6770959960816514,-2.6770959960816514,0.10000000000000003,0.0,-2.7755575615628914e-17
1.4685101181946247,-2.6770959960816514,-2.6770959960816514,0.08000000000000003,0.0,0.0
1.465856499833372,-2.6764337761884462,-2.6764337761884462,0.060000000000000026,0.0,0.0
1.4636626228588887,-2.6747796081806485,-2.6747796081806485,0.04000000000000002,0.0,0.0
1.4636626228588887,-2.6747796081806485,-2.6747796081806485,0.02000000000000002,0.0,0.0
1.462530946530861,-2.6744606087167933,-2.6744606087167933,2.0816681711721685e-17,0.0,0.0
1.4625095450265462,-2.6750812590520665,-2.6750812590520665,0.02,0.0,0.1
1.4625095450265462,-2.6750812590520665,-2.6750812590520665,0.04,0.0,0.2
1.4619753980908887,-2.6747145033618334,-2.6747145033618334,0.06,0.0,0.30000000000000004
1.4619753980908887,-2.6747145033618334,-2.6747145033618334,0.08,0.0,0.4
1.4610685780636845,-2.6740944139960683,-2.6740944139960683,0.1,0.0,0.5
1.4596295638335406,-2.673417947224726,-2.673417947224726,0.12000000000000001,0.0,0.6
1.4577160336656019,-2.672772781667344,-2.672772781667344,0.14,0.0,0.7
1.4577160336656019,-2.672772781667344,-2.672772781667344,0.16,0.0,0.7999999999999999
1.4577160336656019,-2.672772781667344,-2.672772781667344,0.18,0.0,0.8999999999999999
1.4541163636767453,-2.6721398908352167,-2.6721398908352167,0.2,0.0,1.0
1.4503454771913686,-2.6714664708877245,-2.6714664708877245,0.2,0.0,1.0
1.4503454771913686,-2.6714664708877245,-2.6714664708877245,0.2,0.0,1.0
1.4430927290999087,-2.668508136179766,-2.668508136179766,0.2,0.0,1.0
1.4430927290999087,-2.668508136179766,-2.668508136179766,0.2,0.0,1.0
1.439324259586395,-2.66621766685325,-2.66621766685325,0.2,0.0,1.0
1.439324259586395,-2.66621766685325,-2.66621766685325,0.2,0.0,1.0
1.439324259586395,-2.66621766685325,-2.66621766685325,0.2,0.0,1.0
1.4359209445621608,-2.6637904560515056,-2.6637904560515056,0.2,0.0,1.0
1.4359209445621608,-2.6637904560515056,-2.6637904560515056,0.2,0.0,1.0
1.4314597999605072,-2.6599488532542073,-2.6599488532542073,0.2,0.0,1.0
1.4314597999605072,-2.6599488532542073,-2.6599488532542073,0.2,0.0,1.0
1.4284332056069289,-2.6567283463581863,-2.6567283463581863,0.2,0.0,1.0
1.4284332056069289,-2.6567283463581863,-2.6567283463581863,0.2,0.0,1.0
1.4284332056069289,-2.6567283463581863,-2.6567283463581863,0.2,0.0,1.0
1.4284332056069289,-2.6567283463581863,-2.6567283463581863,0.2,0.0,1.0
1.4284332056069289,-2.6567283463581863,-2.6567283463581863,0.2,0.0,1.0
1.425235680809426,-2.652908667959267,-2.652908667959267,0.2,0.0,1.0
1.425235680809426,-2.652908667959267,-2.652908667959267,0.2,0.0,1.0
1.425235680809426,-2.652908667959267,-2.652908667959267,0.2,0.0,1.0
1.42168724345199,-2.647722462918273,-2.647722462918273,0.2,0.0,1.0
1.42168724345199,-2.647722462918273,-2.647722462918273,0.2,0.0,1.0
1.42168724345199,-2.647722462918273,-2.647722462918273,0.2,0.0,1.0
1.42168724345199,-2.647722462918273,-2.647722462918273,0.2,0.0,1.0
1.4181498237349552,-2.64135319817012,-2.64135319817012,0.2,0.0,1.0
1.4181498237349552,-2.64135319817012,-2.64135319817012,0.2,0.0,1.0
1.4181498237349552,-2.64135319817012,-2.64135319817012,0.2,0.0,1.0
1.4181498237349552,-2.64135319817012,-2.64135319817012,0.2,0.0,1.0
1.4146266541764114,-2.6337374662859374,-2.6337374662859374,0.2,0.0,1.0
1.4146266541764114,-2.6337374662859374,-2.6337374662859374,0.2,0.0,1.0
1.4146266541764114,-2.6337374662859374,-2.6337374662859374,0.2,0.0,1.0
1.4111189754585889,-2.6246491236080205,-2.6246491236080205,0.2,0.0,1.0
1.4111189754585889,-2.6246491236080205,-2.6246491236080205,0.2,0.0,1.0
1.4111189754585889,-2.6246491236080205,-2.6246491236080205,0.2,0.0,1.0
1.40763060947106,-2.613794510126564,-2.613794510126564,0.2,0.0,1.0
1.40763060947106,-2.613794510126564,-2.613794510126564,0.2,0.0,1.0
1.40763060947106,-2.613794510126564,-2.613794510126564,0.2,0.0,1.0
1.40763060947106,-2.613794510126564,-2.613794510126564,0.2,0.0,1.0
1.40763060947106,-2.613794510126564,-2.613794510126564,0.2,0.0,1.0
1.404166629065282,-2.6010445727782274,-2.6010445727782274,0.2,0.0,1.0
1.404166629065282,-2.6010445727782274,-2.6010445727782274,0.2,0.0,1.0
1.4007306274975624,-2.586265422511548,-2.586265422511548,0.2,0.0,1.0
1.4007306274975624,-2.586265422511548,-2.586265422511548,0.2,0.0,1.0
1.4007306274975624,-2.586265422511548,-2.586265422511548,0.2,0.0,1.0
1.3973275456656324,-2.56915665571721,-2.56915665571721,0.2,0.0,1.0
1.3973275456656324,-2.56915665571721,-2.56915665571721,0.2,0.0,1.0
1.3973275456656324,-2.56915665571721,-2.56915665571721,0.2,0.0,1.0
1.3934529797402262,-2.5464440999311306,-2.5464440999311306,0.2,0.0,1.0
1.3934529797402262,-2.5464440999311306,-2.5464440999311306,0.2,0.0,1.0
1.3934529797402262,-2.5464440999311306,-2.5464440999311306,0.2,0.0,1.0
1.3934529797402262,-2.5464440999311306,-2.5464440999311306,0.2,0.0,1.0
1.3901389515412697,-2.5241327618633713,-2.5241327618633713,0.2,0.0,1.0
1.3901389515412697,-2.5241327618633713,-2.5241327618633713,0.2,0.0,1.0
1.387376444284689,-2.5029113069699154,-2.5029113069699154,0.2,0.0,1.0
1.387376444284689,-2.5029113069699154,-2.5029113069699154,0.2,0.0,1.0
1.387376444284689,-2.5029113069699154,-2.5029113069699154,0.2,0.0,1.0
1.387376444284689,-2.5029113069699154,-2.5029113069699154,0.2,0.0,1.0
1.387376444284689,-2.5029113069699154,-2.5029113069699154,0.2,0.0,1.0
1.3840211796994861,-2.4755950852340436,-2.4755950852340436,0.2,0.0,1.0
1.3840211796994861,-2.4755950852340436,-2.4755950852340436,0.2,0.0,1.0
1.3840211796994861,-2.4755950852340436,-2.4755950852340436,0.2,0.0,1.0
1.3840211796994861,-2.4755950852340436,-2.4755950852340436,0.2,0.0,1.0
1.3810612777580018,-2.450105292984427,-2.450105292984427,0.2,0.0,1.0
1.3810612777580018,-2.450105292984427,-2.450105292984427,0.2,0.0,1.0
1.3810612777580018,-2.450105292984427,-2.450105292984427,0.2,0.0,1.0
1.3780074363234758,-2.4231834432400308,-2.4231834432400308,0.2,0.0,1.0
1.3780074363234758,-2.4231834432400308,-2.4231834432400308,0.2,0.0,1.0
1.3780074363234758,-2.4231834432400308,-2.4231834432400308,0.2,0.0,1.0
1.3745727138356925,-2.3922633177617953,-2.3922633177617953,0.2,0.0,1.0
1.3745727138356925,-2.3922633177617953,-2.3922633177617953,0.2,0.0,1.0
1.3745727138356925,-2.3922633177617953,-2.3922633177617953,0.2,0.0,1.0
1.3721084427488077,-2.369444552686119,-2.369444552686119,0.2,0.0,1.0
1.3721084427488077,-2.369444552686119,-2.369444552686119,0.2,0.0,1.0
1.3692709337213507,-2.3424962504356652,-2.3424962504356652,0.2,0.0,1.0
1.3692709337213507,-2.3424962504356652,-2.3424962504356652,0.2,0.0,1.0
1.3663719099006644,-2.314190886792899,-2.314190886792899,0.2,0.0,1.0
1.3663719099006644,-2.314190886792899,-2.314190886792899,0.2,0.0,1.0
1.3663719099006644,-2.314190886792899,-2.314190886792899,0.2,0.0,1.0
1.3663719099006644,-2.314190886792899,-2.314190886792899,0.2,0.0,1.0
1.3663719099006644,-2.314190886792899,-2.314190886792899,0.2,0.0,1.0
1.3626161257063938,-2.2763246721321537,-2.2763246721321537,0.2,0.0,1.0
1.3626161257063938,-2.2763246721321537,-2.2763246721321537,0.2,0.0,1.0
1.3626161257063938,-2.2763246721321537,-2.2763246721321537,0.2,0.0,1.0
1.3626161257063938,-2.2763246721321537,-2.2763246721321537,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.361217105775988,-2.2615416347968553,-2.2615416347968553,0.2,0.0,1.0
1.3585725252486922,-2.2331978513489528,-2.2331978513489528,0.2,0.0,1.0
1.3585725252486922,-2.2331978513489528,-2.2331978513489528,0.2,0.0,1.0
1.3585725252486922,-2.2331978513489528,-2.2331978513489528,0.2,0.0,1.0
1.3585725252486922,-2.2331978513489528,-2.2331978513489528,0.2,0.0,1.0
1.3562665143285213,-2.2075677358017063,-2.2075677358017063,0.2,0.0,1.0
1.3562665143285213,-2.2075677358017063,-2.2075677358017063,0.2,0.0,1.0
1.3562665143285213,-2.2075677358017063,-2.2075677358017063,0.2,0.0,1.0
1.3562665143285213,-2.2075677358017063,-2.2075677358017063,0.2,0.0,1.0
1.3539230191607794,-2.1805456473265985,-2.1805456473265985,0.2,0.0,1.0
1.3539230191607794,-2.1805456473265985,-2.1805456473265985,0.2,0.0,1.0
1.351665866678978,-2.153832344756533,-2.153832344756533,0.2,0.0,1.0
1.351665866678978,-2.153832344756533,-2.153832344756533,0.2,0.0,1.0
1.351665866678978,-2.153832344756533,-2.153832344756533,0.2,0.0,1.0
1.351665866678978,-2.153832344756533,-2.153832344756533,0.2,0.0,1.0
1.3493892343481642,-2.1263127067648706,-2.1263127067648706,0.2,0.0,1.0
1.3493892343481642,-2.1263127067648706,-2.1263127067648706,0.2,0.0,1.0
1.3493892343481642,-2.1263127067648706,-2.1263127067648706,0.2,0.0,1.0
1.3474159286281262,-2.101803956516464,-2.101803956516464,0.2,0.0,1.0
1.3474159286281262,-2.101803956516464,-2.101803956516464,0.2,0.0,1.0
1.3474159286281262,-2.101803956516464,-2.101803956516464,0.2,0.0,1.0
1.3474159286281262,-2.101803956516464,-2.101803956516464,0.2,0.0,1.0
1.3474159286281262,-2.101803956516464,-2.101803956516464,0.2,0.0,1.0
1.3451249108784078,-2.07221046693731,-2.07221046693731,0.2,0.0,1.0
1.3451249108784078,-2.07221046693731,-2.07221046693731,0.2,0.0,1.0
1.3451249108784078,-2.07221046693731,-2.07221046693731,0.2,0.0,1.0
1.34351661771005,-2.0502249522915728,-2.0502249522915728,0.2,0.0,1.0
1.34351661771005,-2.0502249522915728,-2.0502249522915728,0.2,0.0,1.0
1.34351661771005,-2.0502249522915728,-2.0502249522915728,0.2,0.0,1.0
1.341705027605204,-2.0240320945011527,-2.0240320945011527,0.2,0.0,1.0
1.341705027605204,-2.0240320945011527,-2.0240320945011527,0.2,0.0,1.0
1.341705027605204,-2.0240320945011527,-2.0240320945011527,0.2,0.0,1.0
1.341705027605204,-2.0240320945011527,-2.0240320945011527,0.2,0.0,1.0
1.341705027605204,-2.0240320945011527,-2.0240320945011527,0.2,0.0,1.0
1.341705027605204,-2.0240320945011527,-2.0240320945011527,0.2,0.0,1.0
1.339991359308173,-1.9973801652630334,-1.9973801652630334,0.2,0.0,1.0
1.339991359308173,-1.9973801652630334,-1.9973801652630334,0.2,0.0,1.0
1.339991359308173,-1.9973801652630334,-1.9973801652630334,0.2,0.0,1.0
1.3383728663975736,-1.9705810585302683,-1.9705810585302683,0.2,0.0,1.0
1.3383728663975736,-1.9705810585302683,-1.9705810585302683,0.2,0.0,1.0
1.3368531897359912,-1.9438894938173599,-1.9438894938173599,0.2,0.0,1.0
1.3368531897359912,-1.9438894938173599,-1.9438894938173599,0.2,0.0,1.0
1.3354325397595277,-1.9176132411010158,-1.9176132411010158,0.2,0.0,1.0
1.3354325397595277,-1.9176132411010158,-1.9176132411010158,0.2,0.0,1.0
1.3354325397595277,-1.9176132411010158,-1.9176132411010158,0.2,0.0,1.0
1.3341096181731225,-1.8918731278597092,-1.8918731278597092,0.2,0.0,1.0
1.3341096181731225,-1.8918731278597092,-1.8918731278597092,0.2,0.0,1.0
1.3341096181731225,-1.8918731278597092,-1.8918731278597092,0.2,0.0,1.0
1.3328826040595743,-1.867113805689112,-1.867113805689112,0.2,0.0,1.0
1.3328826040595743,-1.867113805689112,-1.867113805689112,0.2,0.0,1.0
1.3328826040595743,-1.867113805689112,-1.867113805689112,0.2,0.0,1.0
1.3317484116897202,-1.8435262971963011,-1.8435262971963011,0.2,0.0,1.0
1.3317484116897202,-1.8435262971963011,-1.8435262971963011,0.2,0.0,1.0
1.3307035723904506,-1.8214948993517832,-1.8214948993517832,0.2,0.0,1.0
1.3307035723904506,-1.8214948993517832,-1.8214948993517832,0.2,0.0,1.0
1.3296936309061342,-1.8002142867782878,-1.8002142867782878,0.2,0.0,1.0
1.3296936309061342,-1.8002142867782878,-1.8002142867782878,0.2,0.0,1.0
1.3288544108501787,-1.7826928380304996,-1.7826928380304996,0.2,0.0,1.0
1.3280379236067539,-1.7662333320574766,-1.7662333320574766,0.2,0.0,1.0
1.3280379236067539,-1.7662333320574766,-1.7662333320574766,0.2,0.0,1.0
1.3280379236067539,-1.7662333320574766,-1.7662333320574766,0.2,0.0,1.0
1.3280379236067539,-1.7662333320574766,-1.7662333320574766,0.2,0.0,1.0
1.3272456099715737,-1.7512384140362245,-1.7512384140362245,0.2,0.0,1.0
1.3272456099715737,-1.7512384140362245,-1.7512384140362245,0.2,0.0,1.0
1.3265806476695967,-1.739695258213231,-1.739695258213231,0.2,0.0,1.0
1.3265806476695967,-1.739695258213231,-1.739695258213231,0.2,0.0,1.0
1.3265806476695967,-1.739695258213231,-1.739695258213231,0.2,0.0,1.0
1.3257289980083622,-1.726417612052141,-1.726417612052141,0.2,0.0,1.0
1.3257289980083622,-1.726417612052141,-1.726417612052141,0.2,0.0,1.0
1.3257289980083622,-1.726417612052141,-1.726417612052141,0.2,0.0,1.0
1.3257289980083622,-1.726417612052141,-1.726417612052141,0.2,0.0,1.0
1.325303262198228,-1.7206263073090264,-1.7206263073090264,0.2,0.0,1.0
1.325303262198228,-1.7206263073090264,-1.7206263073090264,0.2,0.0,1.0
1.325303262198228,-1.7206263073090264,-1.7206263073090264,0.2,0.0,1.0
1.325303262198228,-1.7206263073090264,-1.7206263073090264,0.2,0.0,1.0
1.3247172067106618,-1.714049198365317,-1.714049198365317,0.2,0.0,1.0
1.3247172067106618,-1.714049198365317,-1.714049198365317,0.2,0.0,1.0
1.324154489513771,-1.709480886451758,-1.709480886451758,0.2,0.0,1.0
1.324154489513771,-1.709480886451758,-1.709480886451758,0.2,0.0,1.0
1.324154489513771,-1.709480886451758,-1.709480886451758,0.2,0.0,1.0
1.3236075996886758,-1.7065279282832022,-1.7065279282832022,0.2,0.0,1.0
1.3236075996886758,-1.7065279282832022,-1.7065279282832022,0.2,0.0,1.0
1.3230716077624807,-1.7050355109683377,-1.7050355109683377,0.2,0.0,1.0
1.3230716077624807,-1.7050355109683377,-1.7050355109683377,0.2,0.0,1.0
1.3230716077624807,-1.7050355109683377,-1.7050355109683377,0.2,0.0,1.0
1.3225126053079708,-1.7037411446923127,-1.7037411446923127,0.2,0.0,1.0
1.3225126053079708,-1.7037411446923127,-1.7037411446923127,0.2,0.0,1.0
1.3225126053079708,-1.7037411446923127,-1.7037411446923127,0.2,0.0,1.0
1.3225126053079708,-1.7037411446923127,-1.7037411446923127,0.2,0.0,1.0
1.322008370773718,-1.7041607727845882,-1.7041607727845882,0.2,0.0,1.0
1.322008370773718,-1.7041607727845882,-1.7041607727845882,0.2,0.0,1.0
1.322008370773718,-1.7041607727845882,-1.7041607727845882,0.2,0.0,1.0
1.3214509498792955,-1.7042851847987892,-1.7042851847987892,0.2,0.0,1.0
1.3214509498792955,-1.7042851847987892,-1.7042851847987892,0.2,0.0,1.0
1.3214509498792955,-1.7042851847987892,-1.7042851847987892,0.2,0.0,1.0
1.3214509498792955,-1.7042851847987892,-1.7042851847987892,0.2,0.0,1.0
1.320920319359083,-1.7041968338113493,-1.7041968338113493,0.2,0.0,1.0
1.320920319359083,-1.7041968338113493,-1.7041968338113493,0.2,0.0,1.0
1.320920319359083,-1.7041968338113493,-1.7041968338113493,0.2,0.0,1.0
1.3204170905360417,-1.7040382779792207,-1.7040382779792207,0.2,0.0,1.0
1.3204170905360417,-1.7040382779792207,-1.7040382779792207,0.2,0.0,1.0
1.3198876709817529,-1.703995705034513,-1.703995705034513,0.2,0.0,1.0
1.3198876709817529,-1.703995705034513,-1.703995705034513,0.2,0.0,1.0
1.3198876709817529,-1.703995705034513,-1.703995705034513,0.2,0.0,1.0
1.3198876709817529,-1.703995705034513,-1.703995705034513,0.2,0.0,1.0
1.3198876709817529,-1.703995705034513,-1.703995705034513,0.2,0.0,1.0
1.3198876709817529,-1.703995705034513,-1.703995705034513,0.2,0.0,1.0
1.3193586051444712,-1.7037093213809675,-1.7037093213809675,0.2,0.0,1.0
